"Year","Block","Plot","FunctionalDiversity","GrassType","Species","PAV_Infection","fg_richness"
"2021",3,24,"GLF","C4","Setaria italica",0,3
"2021",3,24,"GLF","C4","Setaria italica",0,3
"2021",3,24,"GLF","C4","Setaria italica",0,3
"2021",4,25,"G","C3","Lolium multiflorum",0,1
"2021",4,25,"G","C3","Lolium multiflorum",0,1
"2021",4,25,"G","C3","Lolium multiflorum",0,1
"2021",4,25,"G","C3","Lolium multiflorum",0,1
"2021",4,25,"G","C3","Lolium multiflorum",0,1
"2021",4,25,"G","C3","Lolium multiflorum",0,1
"2021",4,25,"G","C3","Lolium multiflorum",0,1
"2021",4,25,"G","C3","Lolium multiflorum",0,1
"2021",4,25,"G","C3","Lolium multiflorum",0,1
"2021",4,25,"G","C3","Lolium multiflorum",0,1
"2021",4,25,"G","C3","Secale cereale",0,1
"2021",4,25,"G","C3","Secale cereale",0,1
"2021",4,25,"G","C3","Secale cereale",0,1
"2021",4,25,"G","C3","Secale cereale",0,1
"2021",4,25,"G","C3","Secale cereale",0,1
"2021",4,25,"G","C3","Secale cereale",0,1
"2021",4,25,"G","C3","Secale cereale",0,1
"2021",4,25,"G","C3","Secale cereale",0,1
"2021",4,25,"G","C3","Secale cereale",0,1
"2021",4,26,"GLF","C3","Lolium multiflorum",0,3
"2021",4,26,"GLF","C3","Lolium multiflorum",0,3
"2021",4,26,"GLF","C3","Lolium multiflorum",0,3
"2021",4,26,"GLF","C3","Lolium multiflorum",0,3
"2021",4,26,"GLF","C3","Lolium multiflorum",0,3
"2021",4,26,"GLF","C3","Lolium multiflorum",0,3
"2021",4,26,"GLF","C3","Lolium multiflorum",0,3
"2021",4,26,"GLF","C3","Lolium multiflorum",0,3
"2021",4,26,"GLF","C3","Lolium multiflorum",0,3
"2021",4,26,"GLF","C3","Secale cereale",0,3
"2021",4,26,"GLF","C3","Secale cereale",0,3
"2021",4,26,"GLF","C3","Secale cereale",0,3
"2021",4,26,"GLF","C3","Secale cereale",0,3
"2021",4,26,"GLF","C3","Secale cereale",0,3
"2021",4,26,"GLF","C3","Secale cereale",0,3
"2021",4,26,"GLF","C3","Secale cereale",0,3
"2021",4,26,"GLF","C3","Secale cereale",0,3
"2021",4,27,"G","C4","Echinochloa crusgalli",0,1
"2021",4,27,"G","C4","Echinochloa crusgalli",0,1
"2021",4,27,"G","C4","Echinochloa crusgalli",0,1
"2021",4,27,"G","C4","Echinochloa crusgalli",0,1
"2021",4,27,"G","C4","Echinochloa crusgalli",0,1
"2021",4,27,"G","C4","Echinochloa crusgalli",0,1
"2021",4,27,"G","C4","Echinochloa crusgalli",0,1
"2021",4,27,"G","C4","Echinochloa crusgalli",0,1
"2021",4,27,"G","C4","Echinochloa crusgalli",0,1
"2021",4,27,"G","C4","Echinochloa crusgalli",0,1
"2021",4,27,"G","C4","Panicum miliaceum",0,1
"2021",4,27,"G","C4","Panicum miliaceum",0,1
"2021",4,27,"G","C4","Panicum miliaceum",0,1
"2021",4,27,"G","C4","Panicum miliaceum",0,1
"2021",4,27,"G","C4","Panicum miliaceum",0,1
"2021",4,27,"G","C4","Panicum miliaceum",0,1
"2021",4,27,"G","C4","Panicum miliaceum",0,1
"2021",4,27,"G","C4","Panicum miliaceum",0,1
"2021",4,27,"G","C4","Panicum miliaceum",0,1
"2021",4,27,"G","C4","Panicum miliaceum",0,1
"2021",4,27,"G","C4","Setaria italica",0,1
"2021",4,27,"G","C4","Setaria italica",0,1
"2021",4,27,"G","C4","Setaria italica",0,1
"2021",4,27,"G","C4","Setaria italica",0,1
"2021",4,27,"G","C4","Setaria italica",0,1
"2021",4,27,"G","C4","Setaria italica",0,1
"2021",4,27,"G","C4","Setaria italica",0,1
"2021",4,27,"G","C4","Setaria italica",0,1
"2021",4,27,"G","C4","Setaria italica",0,1
"2021",4,27,"G","C4","Setaria italica",0,1
"2021",4,28,"GF","C3","Lolium multiflorum",0,2
"2021",4,28,"GF","C3","Lolium multiflorum",0,2
"2021",4,28,"GF","C3","Lolium multiflorum",0,2
"2021",4,28,"GF","C3","Lolium multiflorum",0,2
"2021",4,28,"GF","C3","Lolium multiflorum",0,2
"2021",4,28,"GF","C3","Lolium multiflorum",0,2
"2021",4,28,"GF","C3","Lolium multiflorum",0,2
"2021",4,28,"GF","C3","Lolium multiflorum",0,2
"2021",4,28,"GF","C3","Lolium multiflorum",0,2
"2021",4,28,"GF","C3","Lolium multiflorum",0,2
"2021",4,28,"GF","C3","Secale cereale",0,2
"2021",4,28,"GF","C3","Secale cereale",0,2
"2021",4,28,"GF","C3","Secale cereale",0,2
"2021",4,28,"GF","C3","Secale cereale",0,2
"2021",4,28,"GF","C3","Secale cereale",0,2
"2021",4,28,"GF","C3","Secale cereale",0,2
"2021",4,28,"GF","C3","Secale cereale",0,2
"2021",4,28,"GF","C3","Secale cereale",0,2
"2021",4,28,"GF","C3","Secale cereale",0,2
"2021",4,28,"GF","C3","Secale cereale",0,2
"2021",4,29,"GF","C4","Echinochloa crusgalli",0,2
"2021",4,29,"GF","C4","Echinochloa crusgalli",0,2
"2021",4,29,"GF","C4","Echinochloa crusgalli",0,2
"2021",4,29,"GF","C4","Echinochloa crusgalli",0,2
"2021",4,29,"GF","C4","Echinochloa crusgalli",0,2
"2021",4,29,"GF","C4","Echinochloa crusgalli",0,2
"2021",4,29,"GF","C4","Echinochloa crusgalli",0,2
"2021",4,29,"GF","C4","Echinochloa crusgalli",0,2
"2021",4,29,"GF","C4","Echinochloa crusgalli",0,2
"2021",4,29,"GF","C4","Echinochloa crusgalli",0,2
"2021",4,29,"GF","C4","Panicum miliaceum",0,2
"2021",4,29,"GF","C4","Panicum miliaceum",0,2
"2021",4,29,"GF","C4","Panicum miliaceum",0,2
"2021",4,29,"GF","C4","Panicum miliaceum",0,2
"2021",4,29,"GF","C4","Panicum miliaceum",0,2
"2021",4,29,"GF","C4","Panicum miliaceum",0,2
"2021",4,29,"GF","C4","Panicum miliaceum",0,2
"2021",4,29,"GF","C4","Panicum miliaceum",0,2
"2021",4,29,"GF","C4","Panicum miliaceum",0,2
"2021",4,29,"GF","C4","Panicum miliaceum",0,2
"2021",4,29,"GF","C4","Setaria italica",0,2
"2021",4,29,"GF","C4","Setaria italica",0,2
"2021",4,29,"GF","C4","Setaria italica",0,2
"2021",4,29,"GF","C4","Setaria italica",0,2
"2021",4,29,"GF","C4","Setaria italica",0,2
"2021",4,29,"GF","C4","Setaria italica",0,2
"2021",4,29,"GF","C4","Setaria italica",0,2
"2021",4,29,"GF","C4","Setaria italica",0,2
"2021",4,29,"GF","C4","Setaria italica",0,2
"2021",4,29,"GF","C4","Setaria italica",0,2
"2021",4,30,"GL","C3","Lolium multiflorum",0,2
"2021",4,30,"GL","C3","Lolium multiflorum",0,2
"2021",4,30,"GL","C3","Lolium multiflorum",0,2
"2021",4,30,"GL","C3","Lolium multiflorum",0,2
"2021",4,30,"GL","C3","Lolium multiflorum",0,2
"2021",4,30,"GL","C3","Lolium multiflorum",0,2
"2021",4,30,"GL","C3","Lolium multiflorum",0,2
"2021",4,30,"GL","C3","Lolium multiflorum",0,2
"2021",4,30,"GL","C3","Lolium multiflorum",0,2
"2021",4,30,"GL","C3","Lolium multiflorum",0,2
"2021",4,30,"GL","C3","Secale cereale",0,2
"2021",4,30,"GL","C3","Secale cereale",0,2
"2021",4,30,"GL","C3","Secale cereale",0,2
"2021",4,30,"GL","C3","Secale cereale",0,2
"2021",4,30,"GL","C3","Secale cereale",0,2
"2021",4,30,"GL","C3","Secale cereale",0,2
"2021",4,30,"GL","C3","Secale cereale",0,2
"2021",4,30,"GL","C3","Secale cereale",0,2
"2021",4,30,"GL","C3","Secale cereale",0,2
"2021",4,30,"GL","C3","Secale cereale",0,2
"2021",4,31,"GL","C4","Echinochloa crusgalli",0,2
"2021",4,31,"GL","C4","Echinochloa crusgalli",0,2
"2021",4,31,"GL","C4","Echinochloa crusgalli",0,2
"2021",4,31,"GL","C4","Echinochloa crusgalli",0,2
"2021",4,31,"GL","C4","Echinochloa crusgalli",0,2
"2021",4,31,"GL","C4","Echinochloa crusgalli",0,2
"2021",4,31,"GL","C4","Echinochloa crusgalli",0,2
"2021",4,31,"GL","C4","Echinochloa crusgalli",0,2
"2021",4,31,"GL","C4","Echinochloa crusgalli",0,2
"2021",4,31,"GL","C4","Panicum miliaceum",0,2
"2021",4,31,"GL","C4","Panicum miliaceum",0,2
"2021",4,31,"GL","C4","Panicum miliaceum",0,2
"2021",4,31,"GL","C4","Panicum miliaceum",0,2
"2021",4,31,"GL","C4","Panicum miliaceum",0,2
"2021",4,31,"GL","C4","Panicum miliaceum",0,2
"2021",4,31,"GL","C4","Panicum miliaceum",0,2
"2021",4,31,"GL","C4","Panicum miliaceum",0,2
"2021",4,31,"GL","C4","Panicum miliaceum",0,2
"2021",4,31,"GL","C4","Panicum miliaceum",0,2
"2021",4,31,"GL","C4","Setaria italica",0,2
"2021",4,31,"GL","C4","Setaria italica",0,2
"2021",4,31,"GL","C4","Setaria italica",0,2
"2021",4,31,"GL","C4","Setaria italica",0,2
"2021",4,31,"GL","C4","Setaria italica",0,2
"2021",4,31,"GL","C4","Setaria italica",0,2
"2021",4,31,"GL","C4","Setaria italica",0,2
"2021",4,31,"GL","C4","Setaria italica",0,2
"2021",4,31,"GL","C4","Setaria italica",0,2
"2021",4,31,"GL","C4","Setaria italica",0,2
"2021",4,32,"GLF","C4","Echinochloa crusgalli",0,3
"2021",4,32,"GLF","C4","Echinochloa crusgalli",0,3
"2021",4,32,"GLF","C4","Echinochloa crusgalli",0,3
"2021",4,32,"GLF","C4","Echinochloa crusgalli",0,3
"2021",4,32,"GLF","C4","Echinochloa crusgalli",0,3
"2021",4,32,"GLF","C4","Echinochloa crusgalli",0,3
"2021",4,32,"GLF","C4","Echinochloa crusgalli",0,3
"2021",4,32,"GLF","C4","Echinochloa crusgalli",0,3
"2021",4,32,"GLF","C4","Echinochloa crusgalli",0,3
"2021",4,32,"GLF","C4","Panicum miliaceum",0,3
"2021",4,32,"GLF","C4","Panicum miliaceum",0,3
"2021",4,32,"GLF","C4","Panicum miliaceum",0,3
"2021",4,32,"GLF","C4","Panicum miliaceum",0,3
"2021",4,32,"GLF","C4","Panicum miliaceum",0,3
"2021",4,32,"GLF","C4","Panicum miliaceum",0,3
"2021",4,32,"GLF","C4","Panicum miliaceum",0,3
"2021",4,32,"GLF","C4","Panicum miliaceum",0,3
"2021",4,32,"GLF","C4","Panicum miliaceum",0,3
"2021",4,32,"GLF","C4","Panicum miliaceum",0,3
"2021",4,32,"GLF","C4","Setaria italica",0,3
"2021",4,32,"GLF","C4","Setaria italica",0,3
"2021",4,32,"GLF","C4","Setaria italica",0,3
"2021",4,32,"GLF","C4","Setaria italica",0,3
"2021",4,32,"GLF","C4","Setaria italica",0,3
"2021",4,32,"GLF","C4","Setaria italica",0,3
"2021",4,32,"GLF","C4","Setaria italica",0,3
"2021",4,32,"GLF","C4","Setaria italica",0,3
"2021",4,32,"GLF","C4","Setaria italica",0,3
"2021",4,32,"GLF","C4","Setaria italica",0,3
"2021",5,33,"GF","C4","Echinochloa crusgalli",0,2
"2021",5,33,"GF","C4","Echinochloa crusgalli",0,2
"2021",5,33,"GF","C4","Echinochloa crusgalli",0,2
"2021",5,33,"GF","C4","Echinochloa crusgalli",0,2
"2021",5,33,"GF","C4","Echinochloa crusgalli",0,2
"2021",5,33,"GF","C4","Echinochloa crusgalli",0,2
"2021",5,33,"GF","C4","Echinochloa crusgalli",0,2
"2021",5,33,"GF","C4","Echinochloa crusgalli",0,2
"2021",5,33,"GF","C4","Panicum miliaceum",0,2
"2021",5,33,"GF","C4","Panicum miliaceum",0,2
"2021",5,33,"GF","C4","Panicum miliaceum",0,2
"2021",5,33,"GF","C4","Panicum miliaceum",0,2
"2021",5,33,"GF","C4","Panicum miliaceum",0,2
"2021",5,33,"GF","C4","Panicum miliaceum",0,2
"2021",5,33,"GF","C4","Panicum miliaceum",0,2
"2021",5,33,"GF","C4","Panicum miliaceum",0,2
"2021",5,33,"GF","C4","Panicum miliaceum",0,2
"2021",5,33,"GF","C4","Setaria italica",0,2
"2021",5,33,"GF","C4","Setaria italica",0,2
"2021",5,33,"GF","C4","Setaria italica",0,2
"2021",5,33,"GF","C4","Setaria italica",0,2
"2021",5,33,"GF","C4","Setaria italica",0,2
"2021",5,33,"GF","C4","Setaria italica",0,2
"2021",5,33,"GF","C4","Setaria italica",0,2
"2021",5,33,"GF","C4","Setaria italica",0,2
"2021",5,33,"GF","C4","Setaria italica",0,2
"2021",5,34,"G","C4","Echinochloa crusgalli",0,1
"2021",5,34,"G","C4","Echinochloa crusgalli",0,1
"2021",5,34,"G","C4","Echinochloa crusgalli",0,1
"2021",5,34,"G","C4","Echinochloa crusgalli",0,1
"2021",5,34,"G","C4","Echinochloa crusgalli",0,1
"2021",5,34,"G","C4","Echinochloa crusgalli",0,1
"2021",5,34,"G","C4","Echinochloa crusgalli",0,1
"2021",5,34,"G","C4","Echinochloa crusgalli",0,1
"2021",5,34,"G","C4","Echinochloa crusgalli",0,1
"2021",5,34,"G","C4","Echinochloa crusgalli",0,1
"2021",5,34,"G","C4","Panicum miliaceum",0,1
"2021",5,34,"G","C4","Panicum miliaceum",0,1
"2021",5,34,"G","C4","Panicum miliaceum",0,1
"2021",5,34,"G","C4","Panicum miliaceum",0,1
"2021",5,34,"G","C4","Panicum miliaceum",0,1
"2021",5,34,"G","C4","Panicum miliaceum",0,1
"2021",5,34,"G","C4","Panicum miliaceum",0,1
"2021",5,34,"G","C4","Panicum miliaceum",0,1
"2021",5,34,"G","C4","Panicum miliaceum",0,1
"2021",5,34,"G","C4","Panicum miliaceum",0,1
"2021",5,34,"G","C4","Setaria italica",0,1
"2021",5,34,"G","C4","Setaria italica",0,1
"2021",5,34,"G","C4","Setaria italica",0,1
"2021",5,34,"G","C4","Setaria italica",0,1
"2021",5,34,"G","C4","Setaria italica",0,1
"2021",5,34,"G","C4","Setaria italica",0,1
"2021",5,34,"G","C4","Setaria italica",0,1
"2021",5,34,"G","C4","Setaria italica",0,1
"2021",5,34,"G","C4","Setaria italica",0,1
"2021",5,34,"G","C4","Setaria italica",0,1
"2021",5,35,"G","C3","Lolium multiflorum",0,1
"2021",5,35,"G","C3","Lolium multiflorum",0,1
"2021",5,35,"G","C3","Lolium multiflorum",0,1
"2021",5,35,"G","C3","Lolium multiflorum",0,1
"2021",5,35,"G","C3","Lolium multiflorum",0,1
"2021",5,35,"G","C3","Lolium multiflorum",0,1
"2021",5,35,"G","C3","Lolium multiflorum",0,1
"2021",5,35,"G","C3","Lolium multiflorum",0,1
"2021",5,35,"G","C3","Lolium multiflorum",0,1
"2021",5,35,"G","C3","Secale cereale",0,1
"2021",5,35,"G","C3","Secale cereale",0,1
"2021",5,35,"G","C3","Secale cereale",0,1
"2021",5,35,"G","C3","Secale cereale",0,1
"2021",5,35,"G","C3","Secale cereale",0,1
"2021",5,35,"G","C3","Secale cereale",0,1
"2021",5,35,"G","C3","Secale cereale",0,1
"2021",5,35,"G","C3","Secale cereale",0,1
"2021",5,35,"G","C3","Secale cereale",0,1
"2021",5,35,"G","C3","Secale cereale",0,1
"2021",5,36,"GL","C3","Lolium multiflorum",0,2
"2021",5,36,"GL","C3","Lolium multiflorum",0,2
"2021",5,36,"GL","C3","Lolium multiflorum",0,2
"2021",5,36,"GL","C3","Lolium multiflorum",0,2
"2021",5,36,"GL","C3","Lolium multiflorum",0,2
"2021",5,36,"GL","C3","Lolium multiflorum",0,2
"2021",5,36,"GL","C3","Lolium multiflorum",0,2
"2021",5,36,"GL","C3","Lolium multiflorum",0,2
"2021",5,36,"GL","C3","Lolium multiflorum",0,2
"2021",5,36,"GL","C3","Secale cereale",0,2
"2021",5,36,"GL","C3","Secale cereale",0,2
"2021",5,36,"GL","C3","Secale cereale",0,2
"2021",5,36,"GL","C3","Secale cereale",0,2
"2021",5,36,"GL","C3","Secale cereale",0,2
"2021",5,36,"GL","C3","Secale cereale",0,2
"2021",5,36,"GL","C3","Secale cereale",0,2
"2021",5,37,"GLF","C4","Echinochloa crusgalli",0,3
"2021",5,37,"GLF","C4","Echinochloa crusgalli",0,3
"2021",5,37,"GLF","C4","Echinochloa crusgalli",0,3
"2021",5,37,"GLF","C4","Echinochloa crusgalli",0,3
"2021",5,37,"GLF","C4","Echinochloa crusgalli",0,3
"2021",5,37,"GLF","C4","Echinochloa crusgalli",0,3
"2021",5,37,"GLF","C4","Echinochloa crusgalli",0,3
"2021",5,37,"GLF","C4","Echinochloa crusgalli",0,3
"2021",5,37,"GLF","C4","Echinochloa crusgalli",0,3
"2021",5,37,"GLF","C4","Echinochloa crusgalli",0,3
"2021",5,37,"GLF","C4","Panicum miliaceum",0,3
"2021",5,37,"GLF","C4","Panicum miliaceum",0,3
"2021",5,37,"GLF","C4","Panicum miliaceum",0,3
"2021",5,37,"GLF","C4","Panicum miliaceum",0,3
"2021",5,37,"GLF","C4","Panicum miliaceum",0,3
"2021",5,37,"GLF","C4","Panicum miliaceum",0,3
"2021",5,37,"GLF","C4","Panicum miliaceum",0,3
"2021",5,37,"GLF","C4","Panicum miliaceum",0,3
"2021",5,37,"GLF","C4","Panicum miliaceum",0,3
"2021",5,37,"GLF","C4","Setaria italica",0,3
"2021",5,37,"GLF","C4","Setaria italica",0,3
"2021",5,37,"GLF","C4","Setaria italica",0,3
"2021",5,37,"GLF","C4","Setaria italica",0,3
"2021",5,37,"GLF","C4","Setaria italica",0,3
"2021",5,37,"GLF","C4","Setaria italica",0,3
"2021",5,37,"GLF","C4","Setaria italica",0,3
"2021",5,37,"GLF","C4","Setaria italica",0,3
"2021",5,37,"GLF","C4","Setaria italica",0,3
"2021",5,37,"GLF","C4","Setaria italica",0,3
"2021",5,38,"GL","C4","Echinochloa crusgalli",0,2
"2021",5,38,"GL","C4","Echinochloa crusgalli",0,2
"2021",5,38,"GL","C4","Echinochloa crusgalli",0,2
"2021",5,38,"GL","C4","Echinochloa crusgalli",0,2
"2021",5,38,"GL","C4","Echinochloa crusgalli",0,2
"2021",5,38,"GL","C4","Echinochloa crusgalli",0,2
"2021",5,38,"GL","C4","Echinochloa crusgalli",0,2
"2021",5,38,"GL","C4","Panicum miliaceum",0,2
"2021",5,38,"GL","C4","Panicum miliaceum",0,2
"2021",5,38,"GL","C4","Panicum miliaceum",0,2
"2021",5,38,"GL","C4","Panicum miliaceum",0,2
"2021",5,38,"GL","C4","Panicum miliaceum",0,2
"2021",5,38,"GL","C4","Panicum miliaceum",0,2
"2021",5,38,"GL","C4","Panicum miliaceum",0,2
"2021",5,38,"GL","C4","Panicum miliaceum",0,2
"2021",5,38,"GL","C4","Panicum miliaceum",0,2
"2021",5,38,"GL","C4","Panicum miliaceum",0,2
"2021",5,38,"GL","C4","Setaria italica",0,2
"2021",5,38,"GL","C4","Setaria italica",0,2
"2021",5,38,"GL","C4","Setaria italica",0,2
"2021",5,38,"GL","C4","Setaria italica",0,2
"2021",5,38,"GL","C4","Setaria italica",0,2
"2021",5,38,"GL","C4","Setaria italica",0,2
"2021",5,38,"GL","C4","Setaria italica",0,2
"2021",5,38,"GL","C4","Setaria italica",0,2
"2021",5,38,"GL","C4","Setaria italica",0,2
"2021",5,39,"GLF","C3","Lolium multiflorum",0,3
"2021",5,39,"GLF","C3","Lolium multiflorum",0,3
"2021",5,39,"GLF","C3","Lolium multiflorum",0,3
"2021",5,39,"GLF","C3","Lolium multiflorum",0,3
"2021",5,39,"GLF","C3","Lolium multiflorum",0,3
"2021",5,39,"GLF","C3","Lolium multiflorum",0,3
"2021",5,39,"GLF","C3","Lolium multiflorum",0,3
"2021",5,39,"GLF","C3","Lolium multiflorum",0,3
"2021",5,39,"GLF","C3","Secale cereale",0,3
"2021",5,39,"GLF","C3","Secale cereale",0,3
"2021",5,39,"GLF","C3","Secale cereale",0,3
"2021",5,39,"GLF","C3","Secale cereale",0,3
"2021",5,39,"GLF","C3","Secale cereale",0,3
"2021",5,39,"GLF","C3","Secale cereale",0,3
"2021",5,39,"GLF","C3","Secale cereale",0,3
"2021",5,39,"GLF","C3","Secale cereale",0,3
"2021",5,39,"GLF","C3","Secale cereale",0,3
"2021",5,39,"GLF","C3","Secale cereale",0,3
"2021",5,40,"GF","C3","Lolium multiflorum",0,2
"2021",5,40,"GF","C3","Lolium multiflorum",0,2
"2021",5,40,"GF","C3","Lolium multiflorum",0,2
"2021",5,40,"GF","C3","Lolium multiflorum",0,2
"2021",5,40,"GF","C3","Lolium multiflorum",0,2
"2021",5,40,"GF","C3","Lolium multiflorum",0,2
"2021",5,40,"GF","C3","Lolium multiflorum",0,2
"2021",5,40,"GF","C3","Lolium multiflorum",0,2
"2021",5,40,"GF","C3","Lolium multiflorum",0,2
"2021",5,40,"GF","C3","Lolium multiflorum",0,2
"2021",5,40,"GF","C3","Secale cereale",0,2
"2021",5,40,"GF","C3","Secale cereale",0,2
"2021",5,40,"GF","C3","Secale cereale",0,2
"2021",5,40,"GF","C3","Secale cereale",0,2
"2021",5,40,"GF","C3","Secale cereale",0,2
"2021",5,40,"GF","C3","Secale cereale",0,2
"2021",5,40,"GF","C3","Secale cereale",0,2
"2021",5,40,"GF","C3","Secale cereale",0,2
"2021",5,40,"GF","C3","Secale cereale",0,2
"2021",6,41,"GF","C4","Echinochloa crusgalli",0,2
"2021",6,41,"GF","C4","Echinochloa crusgalli",0,2
"2021",6,41,"GF","C4","Panicum miliaceum",0,2
"2021",6,41,"GF","C4","Panicum miliaceum",0,2
"2021",6,41,"GF","C4","Panicum miliaceum",0,2
"2021",6,41,"GF","C4","Panicum miliaceum",0,2
"2021",6,41,"GF","C4","Panicum miliaceum",0,2
"2021",6,41,"GF","C4","Panicum miliaceum",0,2
"2021",6,41,"GF","C4","Panicum miliaceum",0,2
"2021",6,41,"GF","C4","Setaria italica",0,2
"2021",6,41,"GF","C4","Setaria italica",0,2
"2021",6,41,"GF","C4","Setaria italica",0,2
"2021",6,41,"GF","C4","Setaria italica",0,2
"2021",6,41,"GF","C4","Setaria italica",0,2
"2021",6,41,"GF","C4","Setaria italica",0,2
"2021",6,41,"GF","C4","Setaria italica",0,2
"2021",6,42,"G","C4","Panicum miliaceum",0,1
"2021",6,42,"G","C4","Panicum miliaceum",0,1
"2021",6,42,"G","C4","Panicum miliaceum",0,1
"2021",6,42,"G","C4","Panicum miliaceum",0,1
"2021",6,42,"G","C4","Panicum miliaceum",0,1
"2021",6,42,"G","C4","Panicum miliaceum",0,1
"2021",6,42,"G","C4","Panicum miliaceum",0,1
"2021",6,42,"G","C4","Panicum miliaceum",0,1
"2021",6,42,"G","C4","Panicum miliaceum",0,1
"2021",6,42,"G","C4","Setaria italica",0,1
"2021",6,42,"G","C4","Setaria italica",0,1
"2021",6,42,"G","C4","Setaria italica",0,1
"2021",6,42,"G","C4","Setaria italica",0,1
"2021",6,42,"G","C4","Setaria italica",0,1
"2021",6,42,"G","C4","Setaria italica",0,1
"2021",6,42,"G","C4","Setaria italica",0,1
"2021",6,42,"G","C4","Setaria italica",0,1
"2021",6,42,"G","C4","Setaria italica",0,1
"2021",6,42,"G","C4","Setaria italica",0,1
"2021",6,43,"G","C3","Lolium multiflorum",0,1
"2021",6,43,"G","C3","Lolium multiflorum",0,1
"2021",6,43,"G","C3","Lolium multiflorum",0,1
"2021",6,43,"G","C3","Lolium multiflorum",0,1
"2021",6,43,"G","C3","Lolium multiflorum",0,1
"2021",6,43,"G","C3","Lolium multiflorum",0,1
"2021",6,43,"G","C3","Lolium multiflorum",0,1
"2021",6,43,"G","C3","Lolium multiflorum",0,1
"2021",6,43,"G","C3","Lolium multiflorum",0,1
"2021",6,43,"G","C3","Lolium multiflorum",0,1
"2021",6,43,"G","C3","Secale cereale",0,1
"2021",6,43,"G","C3","Secale cereale",0,1
"2021",6,43,"G","C3","Secale cereale",0,1
"2021",6,43,"G","C3","Secale cereale",0,1
"2021",6,43,"G","C3","Secale cereale",0,1
"2021",6,43,"G","C3","Secale cereale",0,1
"2021",6,44,"GF","C3","Lolium multiflorum",0,2
"2021",6,44,"GF","C3","Lolium multiflorum",0,2
"2021",6,44,"GF","C3","Lolium multiflorum",0,2
"2021",6,44,"GF","C3","Lolium multiflorum",0,2
"2021",6,44,"GF","C3","Lolium multiflorum",0,2
"2021",6,44,"GF","C3","Lolium multiflorum",0,2
"2021",6,44,"GF","C3","Lolium multiflorum",0,2
"2021",6,44,"GF","C3","Lolium multiflorum",0,2
"2021",6,44,"GF","C3","Lolium multiflorum",0,2
"2021",6,44,"GF","C3","Lolium multiflorum",0,2
"2021",6,44,"GF","C3","Secale cereale",0,2
"2021",6,44,"GF","C3","Secale cereale",0,2
"2021",6,44,"GF","C3","Secale cereale",0,2
"2021",6,44,"GF","C3","Secale cereale",0,2
"2021",6,44,"GF","C3","Secale cereale",0,2
"2021",6,44,"GF","C3","Secale cereale",0,2
"2021",6,44,"GF","C3","Secale cereale",0,2
"2021",6,44,"GF","C3","Secale cereale",0,2
"2021",6,44,"GF","C3","Secale cereale",0,2
"2021",6,44,"GF","C3","Secale cereale",0,2
"2021",6,45,"GL","C4","Echinochloa crusgalli",0,2
"2021",6,45,"GL","C4","Echinochloa crusgalli",0,2
"2021",6,45,"GL","C4","Panicum miliaceum",0,2
"2021",6,45,"GL","C4","Panicum miliaceum",0,2
"2021",6,45,"GL","C4","Panicum miliaceum",0,2
"2021",6,45,"GL","C4","Panicum miliaceum",0,2
"2021",6,45,"GL","C4","Panicum miliaceum",0,2
"2021",6,45,"GL","C4","Panicum miliaceum",0,2
"2021",6,45,"GL","C4","Panicum miliaceum",0,2
"2021",6,45,"GL","C4","Panicum miliaceum",0,2
"2021",6,45,"GL","C4","Panicum miliaceum",0,2
"2021",6,45,"GL","C4","Panicum miliaceum",0,2
"2021",6,45,"GL","C4","Setaria italica",0,2
"2021",6,45,"GL","C4","Setaria italica",0,2
"2021",6,45,"GL","C4","Setaria italica",0,2
"2021",6,45,"GL","C4","Setaria italica",0,2
"2021",6,45,"GL","C4","Setaria italica",0,2
"2021",6,45,"GL","C4","Setaria italica",0,2
"2021",6,45,"GL","C4","Setaria italica",0,2
"2021",6,45,"GL","C4","Setaria italica",0,2
"2021",6,45,"GL","C4","Setaria italica",0,2
"2021",6,45,"GL","C4","Setaria italica",0,2
"2021",6,46,"GL","C3","Lolium multiflorum",0,2
"2021",6,46,"GL","C3","Lolium multiflorum",0,2
"2021",6,46,"GL","C3","Lolium multiflorum",0,2
"2021",6,46,"GL","C3","Lolium multiflorum",0,2
"2021",6,46,"GL","C3","Lolium multiflorum",0,2
"2021",6,46,"GL","C3","Lolium multiflorum",0,2
"2021",6,46,"GL","C3","Lolium multiflorum",0,2
"2021",6,46,"GL","C3","Lolium multiflorum",0,2
"2021",6,46,"GL","C3","Lolium multiflorum",0,2
"2021",6,46,"GL","C3","Lolium multiflorum",0,2
"2021",6,46,"GL","C3","Secale cereale",0,2
"2021",6,46,"GL","C3","Secale cereale",0,2
"2021",6,46,"GL","C3","Secale cereale",0,2
"2021",6,46,"GL","C3","Secale cereale",0,2
"2021",6,46,"GL","C3","Secale cereale",0,2
"2021",6,46,"GL","C3","Secale cereale",0,2
"2021",6,46,"GL","C3","Secale cereale",0,2
"2021",6,46,"GL","C3","Secale cereale",0,2
"2021",6,46,"GL","C3","Secale cereale",0,2
"2021",6,47,"GLF","C3","Lolium multiflorum",0,3
"2021",6,47,"GLF","C3","Lolium multiflorum",0,3
"2021",6,47,"GLF","C3","Lolium multiflorum",0,3
"2021",6,47,"GLF","C3","Lolium multiflorum",0,3
"2021",6,47,"GLF","C3","Lolium multiflorum",0,3
"2021",6,47,"GLF","C3","Lolium multiflorum",0,3
